Ano de eleição;Cargo;Município;Quantidade de aptos;Quantidade de abstenções;Data de carga
2022;Presidente;RORAINÓPOLIS;40938;9231;2023-06-19 19:56:40
2022;Presidente;ROSANA;30645;9891;2023-06-19 19:56:40
2022;Presidente;ROSEIRA;17132;3253;2023-06-19 19:56:40
2022;Presidente;ROSÁRIO;60459;11555;2023-06-19 19:56:40
2022;Presidente;ROSÁRIO DA LIMEIRA;10138;1839;2023-06-19 19:56:40
2022;Presidente;ROSÁRIO DO CATETE;17231;3784;2023-06-19 19:56:40
2022;Presidente;ROSÁRIO DO IVAÍ;9894;2704;2023-06-19 19:56:40
2022;Presidente;ROSÁRIO DO SUL;64169;16736;2023-06-19 19:56:40
2022;Presidente;ROSÁRIO OESTE;25726;6454;2023-06-19 19:56:40
2022;Presidente;ROTEIRO;11139;2834;2023-06-19 19:56:40
2022;Presidente;RUBELITA;14892;5152;2023-06-19 19:56:40
2022;Presidente;RUBIATABA;30498;6309;2023-06-19 19:56:40
2022;Presidente;RUBIM;13756;3891;2023-06-19 19:56:40
2022;Presidente;RUBINÉIA;6533;1625;2023-06-19 19:56:40
2022;Presidente;RUBIÁCEA;4564;837;2023-06-19 19:56:40
2022;Presidente;RURÓPOLIS;38968;10433;2023-06-19 19:56:40
2022;Presidente;RUSSAS;112694;16926;2023-06-19 19:56:40
2022;Presidente;RUY BARBOSA;58065;15145;2023-06-19 19:56:40
2022;Presidente;SABARÁ;195687;38454;2023-06-19 19:56:40
2022;Presidente;SABINO;9218;2488;2023-06-19 19:56:40
2022;Presidente;SABINÓPOLIS;25352;8562;2023-06-19 19:56:40
2022;Presidente;SABOEIRO;26122;7123;2023-06-19 19:56:40
2022;Presidente;SABÁUDIA;12118;1835;2023-06-19 19:56:40
2022;Presidente;SACRAMENTO;40058;9007;2023-06-19 19:56:40
2022;Presidente;SAGRADA FAMÍLIA;4500;754;2023-06-19 19:56:40
2022;Presidente;SAGRES;4188;933;2023-06-19 19:56:40
2022;Presidente;SAINT JOHNS;2;0;2023-06-19 19:56:40
2022;Presidente;SAIRÉ;22020;2900;2023-06-19 19:56:40
2022;Presidente;SALDANHA MARINHO;5328;646;2023-06-19 19:56:40
2022;Presidente;SALES;10280;2350;2023-06-19 19:56:40
2022;Presidente;SALES OLIVEIRA;16644;3063;2023-06-19 19:56:40
2022;Presidente;SALESÓPOLIS;30806;6785;2023-06-19 19:56:40
2022;Presidente;SALETE;12110;1884;2023-06-19 19:56:40
2022;Presidente;SALGADINHO;21263;5421;2023-06-19 19:56:40
2022;Presidente;SALGADO;33675;5781;2023-06-19 19:56:40
2022;Presidente;SALGADO DE SÃO FÉLIX;19346;3708;2023-06-19 19:56:40
2022;Presidente;SALGADO FILHO;7121;1095;2023-06-19 19:56:40
2022;Presidente;SALGUEIRO;83617;15675;2023-06-19 19:56:40
2022;Presidente;SALINAS;64930;16233;2023-06-19 19:56:40
2022;Presidente;SALINAS DA MARGARIDA;28514;6060;2023-06-19 19:56:40
2022;Presidente;SALINÓPOLIS;67755;13411;2023-06-19 19:56:40
2022;Presidente;SALITRE;28375;6222;2023-06-19 19:56:40
2022;Presidente;SALMOURÃO;8086;1850;2023-06-19 19:56:40
2022;Presidente;SALOÁ;26988;8254;2023-06-19 19:56:40
2022;Presidente;SALTINHO;20295;3502;2023-06-19 19:56:40
2022;Presidente;SALTO;194040;39603;2023-06-19 19:56:40
2022;Presidente;SALTO DA DIVISA;9916;2719;2023-06-19 19:56:40
2022;Presidente;SALTO DE PIRAPORA;61407;12238;2023-06-19 19:56:40
2022;Presidente;SALTO DEL GUAIRÁ;1554;387;2023-06-19 19:56:40
2022;Presidente;SALTO DO CÉU;5846;1274;2023-06-19 19:56:40
2022;Presidente;SALTO DO ITARARÉ;8578;1656;2023-06-19 19:56:40
2022;Presidente;SALTO DO JACUÍ;16009;3026;2023-06-19 19:56:40
2022;Presidente;SALTO DO LONTRA;22328;3984;2023-06-19 19:56:40
2022;Presidente;SALTO GRANDE;12729;2341;2023-06-19 19:56:40
2022;Presidente;SALTO VELOSO;6921;1059;2023-06-19 19:56:40
2022;Presidente;SALVADOR;3972050;674866;2023-06-19 19:56:40
2022;Presidente;SALVADOR DAS MISSÕES;5242;620;2023-06-19 19:56:40
2022;Presidente;SALVADOR DO SUL;10954;1310;2023-06-19 19:56:40
2022;Presidente;SALVATERRA;39552;9006;2023-06-19 19:56:40
2022;Presidente;SAMBAÍBA;11368;2857;2023-06-19 19:56:40
2022;Presidente;SAMPAIO;7340;1808;2023-06-19 19:56:40
2022;Presidente;SANANDUVA;26474;3922;2023-06-19 19:56:40
2022;Presidente;SANCLERLÂNDIA;14094;2836;2023-06-19 19:56:40
2022;Presidente;SANDOLÂNDIA;6684;1379;2023-06-19 19:56:40
2022;Presidente;SANDOVALINA;6991;1726;2023-06-19 19:56:40
2022;Presidente;SANGÃO;16874;2798;2023-06-19 19:56:40
2022;Presidente;SANHARÓ;32027;6200;2023-06-19 19:56:40
2022;Presidente;SANT'ANA DO LIVRAMENTO;147312;43067;2023-06-19 19:56:40
2022;Presidente;SANTA ADÉLIA;23507;5911;2023-06-19 19:56:40
2022;Presidente;SANTA ALBERTINA;10424;2236;2023-06-19 19:56:40
2022;Presidente;SANTA AMÉLIA;6080;1234;2023-06-19 19:56:40
2022;Presidente;SANTA BRANCA;24714;6046;2023-06-19 19:56:40
2022;Presidente;SANTA BRÍGIDA;24876;6826;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA;86703;16315;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA D'OESTE;292528;57976;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA DE GOIÁS;10736;2232;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA DO LESTE;14603;3065;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA DO MONTE VERDE;6567;1248;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA DO PARÁ;34338;6977;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA DO SUL;13905;2332;2023-06-19 19:56:40
2022;Presidente;SANTA BÁRBARA DO TUGÚRIO;8874;1749;2023-06-19 19:56:40
2022;Presidente;SANTA CARMEM;7398;1569;2023-06-19 19:56:40
2022;Presidente;SANTA CECÍLIA;39304;8376;2023-06-19 19:56:40
2022;Presidente;SANTA CECÍLIA DO PAVÃO;6142;1227;2023-06-19 19:56:40
2022;Presidente;SANTA CECÍLIA DO SUL;3641;463;2023-06-19 19:56:40
2022;Presidente;SANTA CLARA D'OESTE;4757;1119;2023-06-19 19:56:40
2022;Presidente;SANTA CLARA DO SUL;10692;1498;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ;87854;15027;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ CABRÁLIA;44438;11389;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DA BAIXA VERDE;18262;3015;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DA CONCEIÇÃO;8152;1674;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DA ESPERANÇA;4378;1077;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DA VITÓRIA;10079;3322;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DAS PALMEIRAS;42438;8372;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DE GOIÁS;6420;1465;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DE LA SIERRA;4649;2333;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DE MINAS;13037;2302;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DE MONTE CASTELO;12837;2043;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DE SALINAS;8672;2639;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DO ARARI;14101;5128;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DO CAPIBARIBE;123593;16408;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DO ESCALVADO;9716;2040;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DO PIAUÍ;10516;1434;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DO RIO PARDO;71678;17763;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DO SUL;211203;37921;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DO XINGU;3745;1108;2023-06-19 19:56:40
2022;Presidente;SANTA CRUZ DOS MILAGRES;6962;1666;2023-06-19 19:56:40
2022;Presidente;SANTA EFIGÊNIA DE MINAS;8348;2975;2023-06-19 19:56:40
2022;Presidente;SANTA ERNESTINA;10026;1774;2023-06-19 19:56:40
2022;Presidente;SANTA FILOMENA;34962;7663;2023-06-19 19:56:40
2022;Presidente;SANTA FILOMENA DO MARANHÃO;11384;2060;2023-06-19 19:56:40
2022;Presidente;SANTA FÉ;17875;3323;2023-06-19 19:56:40
2022;Presidente;SANTA FÉ DE GOIÁS;8102;1985;2023-06-19 19:56:40
2022;Presidente;SANTA FÉ DE MINAS;7112;2310;2023-06-19 19:56:40
2022;Presidente;SANTA FÉ DO ARAGUAIA;10300;2068;2023-06-19 19:56:40
2022;Presidente;SANTA FÉ DO SUL;54065;13600;2023-06-19 19:56:40
2022;Presidente;SANTA GERTRUDES;37706;7015;2023-06-19 19:56:40
2022;Presidente;SANTA HELENA;104320;22979;2023-06-19 19:56:40
2022;Presidente;SANTA HELENA DE GOIÁS;58897;11700;2023-06-19 19:56:40
2022;Presidente;SANTA HELENA DE MINAS;10838;3041;2023-06-19 19:56:40
2022;Presidente;SANTA INÊS;145784;31147;2023-06-19 19:56:40
2022;Presidente;SANTA ISABEL;93721;20182;2023-06-19 19:56:40
2022;Presidente;SANTA ISABEL DO IVAÍ;13840;2700;2023-06-19 19:56:40
2022;Presidente;SANTA ISABEL DO PARÁ;97683;19748;2023-06-19 19:56:40
2022;Presidente;SANTA ISABEL DO RIO NEGRO;17833;6974;2023-06-19 19:56:40
2022;Presidente;SANTA IZABEL DO OESTE;18363;3387;2023-06-19 19:56:40
2022;Presidente;SANTA JULIANA;21010;3924;2023-06-19 19:56:40
2022;Presidente;SANTA LEOPOLDINA;20088;3915;2023-06-19 19:56:40
2022;Presidente;SANTA LUZ;9612;1408;2023-06-19 19:56:40
2022;Presidente;SANTA LUZIA;467517;92286;2023-06-19 19:56:40
2022;Presidente;SANTA LUZIA D'OESTE;13669;3707;2023-06-19 19:56:40
2022;Presidente;SANTA LUZIA DO ITANHY;22888;5849;2023-06-19 19:56:40
2022;Presidente;SANTA LUZIA DO NORTE;12180;2156;2023-06-19 19:56:40
2022;Presidente;SANTA LUZIA DO PARUÁ;35619;9584;2023-06-19 19:56:40
2022;Presidente;SANTA LUZIA DO PARÁ;35952;8934;2023-06-19 19:56:40
2022;Presidente;SANTA LÚCIA;20238;4278;2023-06-19 19:56:40
2022;Presidente;SANTA MARGARIDA;25640;4468;2023-06-19 19:56:40
2022;Presidente;SANTA MARGARIDA DO SUL;5255;944;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA;428303;88817;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DA BOA VISTA;62035;13892;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DA SERRA;8619;1933;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DA VITÓRIA;63613;15212;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DAS BARREIRAS;25014;6571;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DE ITABIRA;17472;3669;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DE JETIBÁ;60433;10686;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DO CAMBUCÁ;22346;4264;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DO HERVAL;10338;934;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DO OESTE;17574;4584;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DO PARÁ;41348;6717;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DO SALTO;8843;2714;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DO SUAÇUÍ;24687;8831;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA DO TOCANTINS;5020;1063;2023-06-19 19:56:40
2022;Presidente;SANTA MARIA MADALENA;18022;4023;2023-06-19 19:56:40
2022;Presidente;SANTA MARIANA;18964;4276;2023-06-19 19:56:40
2022;Presidente;SANTA MERCEDES;5486;1546;2023-06-19 19:56:40
2022;Presidente;SANTA MÔNICA;5420;1028;2023-06-19 19:56:40
2022;Presidente;SANTA QUITÉRIA;66147;11843;2023-06-19 19:56:40
2022;Presidente;SANTA QUITÉRIA DO MARANHÃO;44608;12989;2023-06-19 19:56:40
2022;Presidente;SANTA RITA;245920;41909;2023-06-19 19:56:40
2022;Presidente;SANTA RITA D'OESTE;4964;1109;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DE CALDAS;14077;2712;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DE CÁSSIA;46801;12367;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DE IBITIPOCA;6652;1463;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DE JACUTINGA;8384;1434;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DE MINAS;11941;2566;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO ARAGUAIA;8848;2294;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO ITUETO;10092;2557;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO NOVO DESTINO;5516;1078;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO PARDO;10222;2751;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO PASSA QUATRO;39990;8754;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO SAPUCAÍ;61899;11603;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO TOCANTINS;4040;813;2023-06-19 19:56:40
2022;Presidente;SANTA RITA DO TRIVELATO;4673;1364;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA;115310;20712;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DA SERRA;6578;1693;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DE GOIÁS;6192;978;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DE LIMA;12204;1975;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DE VITERBO;39596;10204;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DO PIAUÍ;9078;2133;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DO PURUS;7538;2503;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DO SUL;14840;2502;2023-06-19 19:56:40
2022;Presidente;SANTA ROSA DO TOCANTINS;8039;1529;2023-06-19 19:56:40
2022;Presidente;SANTA SALETE;3433;613;2023-06-19 19:56:40
2022;Presidente;SANTA TERESA;40307;9163;2023-06-19 19:56:40
2022;Presidente;SANTA TERESINHA;11098;1898;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZA;3448;443;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZA DE GOIÁS;6337;1570;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZA DO OESTE;18839;3640;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZA DO TOCANTINS;5724;906;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZINHA;57707;13000;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZINHA DE GOIÁS;15209;3320;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZINHA DE ITAIPU;35908;6203;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZINHA DO PROGRESSO;4906;1004;2023-06-19 19:56:40
2022;Presidente;SANTA TEREZINHA DO TOCANTINS;4102;743;2023-06-19 19:56:40
2022;Presidente;SANTA VITÓRIA;34562;7992;2023-06-19 19:56:40
2022;Presidente;SANTA VITÓRIA DO PALMAR;49067;13830;2023-06-19 19:56:40
2022;Presidente;SANTALUZ;64191;13716;2023-06-19 19:56:40
2022;Presidente;SANTANA;209506;42284;2023-06-19 19:56:40
2022;Presidente;SANTANA DA BOA VISTA;12882;2723;2023-06-19 19:56:40
2022;Presidente;SANTANA DA PONTE PENSA;3190;717;2023-06-19 19:56:40
2022;Presidente;SANTANA DA VARGEM;11900;1809;2023-06-19 19:56:40
2022;Presidente;SANTANA DE CATAGUASES;6416;947;2023-06-19 19:56:40
2022;Presidente;SANTANA DE MANGUEIRA;8902;1933;2023-06-19 19:56:40
2022;Presidente;SANTANA DE PARNAÍBA;201145;37128;2023-06-19 19:56:40
2022;Presidente;SANTANA DE PIRAPAMA;14804;3261;2023-06-19 19:56:40
2022;Presidente;SANTANA DO ACARAÚ;51678;10009;2023-06-19 19:56:40
2022;Presidente;SANTANA DO ARAGUAIA;49992;16017;2023-06-19 19:56:40
2022;Presidente;SANTANA DO CARIRI;26286;4443;2023-06-19 19:56:40
2022;Presidente;SANTANA DO DESERTO;6730;1204;2023-06-19 19:56:40
2022;Presidente;SANTANA DO GARAMBÉU;4558;817;2023-06-19 19:56:40
2022;Presidente;SANTANA DO IPANEMA;64085;14180;2023-06-19 19:56:40
2022;Presidente;SANTANA DO ITARARÉ;8952;1730;2023-06-19 19:56:40
2022;Presidente;SANTANA DO JACARÉ;7981;1624;2023-06-19 19:56:40
2022;Presidente;SANTANA DO MANHUAÇU;15398;3683;2023-06-19 19:56:40
2022;Presidente;SANTANA DO MARANHÃO;17395;5745;2023-06-19 19:56:40
2022;Presidente;SANTANA DO MATOS;22415;4389;2023-06-19 19:56:40
2022;Presidente;SANTANA DO MUNDAÚ;17994;4568;2023-06-19 19:56:40
2022;Presidente;SANTANA DO PARAÍSO;47553;11362;2023-06-19 19:56:40
2022;Presidente;SANTANA DO PIAUÍ;7986;1142;2023-06-19 19:56:40
2022;Presidente;SANTANA DO RIACHO;11316;2607;2023-06-19 19:56:40
2022;Presidente;SANTANA DO SERIDÓ;5131;682;2023-06-19 19:56:40
2022;Presidente;SANTANA DO SÃO FRANCISCO;11844;2703;2023-06-19 19:56:40
2022;Presidente;SANTANA DOS GARROTES;12456;3084;2023-06-19 19:56:40
2022;Presidente;SANTANA DOS MONTES;7515;1390;2023-06-19 19:56:40
2022;Presidente;SANTANÓPOLIS;18602;4198;2023-06-19 19:56:40
2022;Presidente;SANTARÉM;476636;95085;2023-06-19 19:56:40
2022;Presidente;SANTARÉM NOVO;12582;2408;2023-06-19 19:56:40
2022;Presidente;SANTIAGO;88482;22137;2023-06-19 19:56:40
2022;Presidente;SANTIAGO DO SUL;2884;349;2023-06-19 19:56:40
2022;Presidente;SANTO AFONSO;4555;1098;2023-06-19 19:56:40
2022;Presidente;SANTO AMARO;99577;21549;2023-06-19 19:56:40
2022;Presidente;SANTO AMARO DA IMPERATRIZ;38081;5438;2023-06-19 19:56:40
2022;Presidente;SANTO AMARO DAS BROTAS;19624;5190;2023-06-19 19:56:40
2022;Presidente;SANTO AMARO DO MARANHÃO;22954;5829;2023-06-19 19:56:40
2022;Presidente;SANTO ANASTÁCIO;30532;6341;2023-06-19 19:56:40
2022;Presidente;SANTO ANDRÉ;1172255;242566;2023-06-19 19:56:40
2022;Presidente;SANTO ANTONIO DO CAIUÁ;4681;886;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO;35644;5531;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DA ALEGRIA;10732;1904;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DA BARRA;8016;1632;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DA PATRULHA;68050;14268;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DA PLATINA;65213;13326;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DAS MISSÕES;17317;3638;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DE GOIÁS;12384;2537;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DE JESUS;149164;25515;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DE LISBOA;11401;1734;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DE POSSE;34133;7229;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DE PÁDUA;66454;15793;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO AMPARO;28103;5639;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO ARACANGUÁ;13997;2640;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO AVENTUREIRO;7185;1317;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO DESCOBERTO;86100;17874;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO GRAMA;7894;1756;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO ITAMBÉ;7847;3137;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO IÇÁ;32563;7228;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO JACINTO;18657;5749;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO JARDIM;10882;2557;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO LESTE;5282;1636;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO LEVERGER;32537;6667;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO MONTE;40672;8067;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO PALMA;3846;498;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO PARAÍSO;4221;685;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO PINHAL;12762;2763;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO PLANALTO;4080;507;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO RETIRO;12564;3467;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO RIO ABAIXO;4254;1134;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO SUDOESTE;29952;5215;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DO TAUÁ;50870;11019;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DOS LOPES;29858;6534;2023-06-19 19:56:40
2022;Presidente;SANTO ANTÔNIO DOS MILAGRES;3784;700;2023-06-19 19:56:40
2022;Presidente;SANTO AUGUSTO;22430;3913;2023-06-19 19:56:40
2022;Presidente;SANTO CRISTO;25863;3709;2023-06-19 19:56:40
2022;Presidente;SANTO ESTEVÃO;75761;13453;2023-06-19 19:56:40
2022;Presidente;SANTO EXPEDITO;5523;1181;2023-06-19 19:56:40
2022;Presidente;SANTO EXPEDITO DO SUL;4420;595;2023-06-19 19:56:40
2022;Presidente;SANTO HIPÓLITO;6079;1866;2023-06-19 19:56:40
2022;Presidente;SANTO INÁCIO;9098;1474;2023-06-19 19:56:40
2022;Presidente;SANTO INÁCIO DO PIAUÍ;6676;1187;2023-06-19 19:56:40
2022;Presidente;SANTO ÂNGELO;121942;27338;2023-06-19 19:56:40
2022;Presidente;SANTOS;707224;159602;2023-06-19 19:56:40
2022;Presidente;SANTOS DUMONT;76828;16303;2023-06-19 19:56:40
2022;Presidente;SANTÓPOLIS DO AGUAPEÍ;6485;1366;2023-06-19 19:56:40
2022;Presidente;SAPEAÇU;30803;5226;2023-06-19 19:56:40
2022;Presidente;SAPEZAL;38083;11167;2023-06-19 19:56:40
2022;Presidente;SAPIRANGA;124381;21503;2023-06-19 19:56:40
2022;Presidente;SAPOPEMA;10737;2319;2023-06-19 19:56:40
2022;Presidente;SAPUCAIA;42895;9665;2023-06-19 19:56:40
2022;Presidente;SAPUCAIA DO SUL;211292;46804;2023-06-19 19:56:40
2022;Presidente;SAPUCAÍ-MIRIM;11092;2436;2023-06-19 19:56:40
2022;Presidente;SAPÉ;72238;11794;2023-06-19 19:56:40
2022;Presidente;SAQUAREMA;146962;33831;2023-06-19 19:56:40
2022;Presidente;SARAJEVO;22;0;2023-06-19 19:56:40
2022;Presidente;SARANDI;170543;34442;2023-06-19 19:56:40
2022;Presidente;SARAPUÍ;15204;3154;2023-06-19 19:56:40
2022;Presidente;SARDOÁ;10024;3382;2023-06-19 19:56:40
2022;Presidente;SARUTAIÁ;6336;1434;2023-06-19 19:56:40
2022;Presidente;SARZEDO;50000;8551;2023-06-19 19:56:40
2022;Presidente;SATUBA;24977;4320;2023-06-19 19:56:40
2022;Presidente;SATUBINHA;14410;3617;2023-06-19 19:56:40
2022;Presidente;SAUBARA;25522;5686;2023-06-19 19:56:40
2022;Presidente;SAUDADE DO IGUAÇU;10472;1936;2023-06-19 19:56:40
2022;Presidente;SAUDADES;15027;1672;2023-06-19 19:56:40
2022;Presidente;SAÚDE;18581;4840;2023-06-19 19:56:40
2022;Presidente;SCHROEDER;27626;4350;2023-06-19 19:56:40
2022;Presidente;SEABRA;66605;10159;2023-06-19 19:56:40
2022;Presidente;SEARA;29044;5177;2023-06-19 19:56:40
2022;Presidente;SEBASTIANÓPOLIS DO SUL;6038;1227;2023-06-19 19:56:40
2022;Presidente;SEBASTIÃO BARROS;8430;1536;2023-06-19 19:56:40
2022;Presidente;SEBASTIÃO LARANJEIRAS;14398;3089;2023-06-19 19:56:40
2022;Presidente;SEBASTIÃO LEAL;7770;924;2023-06-19 19:56:40
2022;Presidente;SEBERI;18021;2579;2023-06-19 19:56:40
2022;Presidente;SEDE NOVA;4818;619;2023-06-19 19:56:40
2022;Presidente;SEGREDO;11106;1802;2023-06-19 19:56:40
2022;Presidente;SELBACH;8752;1212;2023-06-19 19:56:40
2022;Presidente;SELVÍRIA;13545;3392;2023-06-19 19:56:40
2022;Presidente;SEM PEIXE;7166;1995;2023-06-19 19:56:40
2022;Presidente;SENA MADUREIRA;60620;19193;2023-06-19 19:56:40
2022;Presidente;SENADOR ALEXANDRE COSTA;17150;5063;2023-06-19 19:56:40
2022;Presidente;SENADOR AMARAL;10852;1956;2023-06-19 19:56:40
2022;Presidente;SENADOR CANEDO;167801;34440;2023-06-19 19:56:40
2022;Presidente;SENADOR CORTES;4870;917;2023-06-19 19:56:40
2022;Presidente;SENADOR ELÓI DE SOUZA;10946;1823;2023-06-19 19:56:40
2022;Presidente;SENADOR FIRMINO;13621;2949;2023-06-19 19:56:40
2022;Presidente;SENADOR GEORGINO AVELINO;7622;1233;2023-06-19 19:56:40
2022;Presidente;SENADOR GUIOMARD;35638;8238;2023-06-19 19:56:40
2022;Presidente;SENADOR JOSÉ BENTO;4450;902;2023-06-19 19:56:40
2022;Presidente;SENADOR JOSÉ PORFÍRIO;25343;6562;2023-06-19 19:56:40
2022;Presidente;SENADOR LA ROCQUE;25976;7158;2023-06-19 19:56:40
2022;Presidente;SENADOR MODESTINO GONÇALVES;9156;3000;2023-06-19 19:56:40
2022;Presidente;SENADOR POMPEU;42723;9138;2023-06-19 19:56:40
2022;Presidente;SENADOR RUI PALMEIRA;18593;5086;2023-06-19 19:56:40
2022;Presidente;SENADOR SALGADO FILHO;5236;650;2023-06-19 19:56:40
2022;Presidente;SENADOR SÁ;13385;2580;2023-06-19 19:56:40
2022;Presidente;SENGÉS;27268;5669;2023-06-19 19:56:40
2022;Presidente;SENHOR DO BONFIM;103840;19754;2023-06-19 19:56:40
2022;Presidente;SENHORA DE OLIVEIRA;11108;2320;2023-06-19 19:56:40
2022;Presidente;SENHORA DO PORTO;6504;1931;2023-06-19 19:56:40
2022;Presidente;SENHORA DOS REMÉDIOS;16462;2869;2023-06-19 19:56:40
2022;Presidente;SENTINELA DO SUL;8394;1582;2023-06-19 19:56:40
2022;Presidente;SENTO SÉ;61682;16145;2023-06-19 19:56:40
2022;Presidente;SERAFINA CORRÊA;25037;3542;2023-06-19 19:56:40
